epoch,accuracy,loss,val_accuracy,val_loss
0,0.5020833611488342,1.0063914060592651,0.5166666507720947,0.7950437068939209
1,0.543749988079071,0.8842925429344177,0.42916667461395264,0.9237407445907593
2,0.5052083134651184,0.9056018590927124,0.42500001192092896,0.8975293040275574
3,0.4802083373069763,0.9065797328948975,0.3916666805744171,0.9708107113838196
